采样时间,设备名称,卷标,分区1,分区2,分区3,分区4,分区5,分区6,分区7,分区8,分区9,分区10,分区11,纵向趋势,传动侧厚度,操作侧厚度
[2022/7/29 0:50:44],XYR0001,1,99.6944,99.8672,99.44994,99.60062,99.5929,99.84735,98.78601,98.85484,98.5407,99.09168,96.95539,99.11646,99.63045,98.98104
[2022/7/29 0:51:00],XYR0001,1,100.0007,99.69955,99.71099,99.25822,99.72672,99.34634,98.91642,98.52462,98.57926,98.89301,97.5232,99.10719,99.6115,98.90357
[2022/7/29 0:51:13],XYR0001,1,99.96912,99.69029,99.77122,99.41921,99.79247,99.40809,99.15063,98.53553,98.75137,98.89143,97.41296,99.16293,99.64558,98.92988
[2022/7/29 0:51:27],XYR0001,1,99.92645,99.89506,99.53323,99.50379,99.56635,99.53343,98.6004,98.65568,98.57726,98.89406,97.31075,99.09058,99.633,98.88325
[2022/7/29 0:51:41],XYR0001,1,99.98872,99.75108,99.66055,99.47559,99.72074,99.59127,98.95829,98.66795,98.69239,98.99557,97.11874,99.14736,99.64439,98.94196
[2022/7/29 0:51:55],XYR0001,1,100.0976,99.69017,99.71956,99.33066,99.67216,99.26948,98.86433,98.57182,98.62421,99.01572,97.14374,99.09087,99.61964,98.89825
[2022/7/29 0:52:09],XYR0001,1,99.93276,99.80398,99.48864,99.65652,99.70164,99.6727,98.91538,98.78532,98.51956,99.00786,97.20902,99.15395,99.64547,98.9474
[2022/7/29 0:52:22],XYR0001,1,100.115,99.75925,99.72213,99.3317,99.77515,99.23705,98.89233,98.45039,98.66424,98.91857,97.49696,99.12389,99.64642,98.87847
[2022/7/29 0:52:36],XYR0001,1,100.1732,99.59103,99.8496,99.31674,99.90666,99.3329,99.19263,98.51048,98.83672,98.8394,97.51209,99.18741,99.65818,98.91685
[2022/7/29 0:52:50],XYR0001,1,100.0098,99.81498,99.53436,99.43229,99.54536,99.56401,98.72313,98.67171,98.67461,98.89089,97.36974,99.11189,99.61232,98.90967
[2022/7/29 0:53:04],XYR0001,1,99.99303,99.7861,99.54916,99.62199,99.63339,99.84291,98.95706,98.81708,98.6639,99.07216,97.16716,99.19126,99.63352,99.00625
[2022/7/29 0:53:19],XYR0001,1,100.0314,99.79153,99.7322,99.5001,99.56749,99.48876,98.85124,98.74608,98.68147,99.09597,97.56435,99.18641,99.64211,98.98612
[2022/7/29 0:53:32],XYR0001,1,100.1298,99.68853,99.90515,99.44841,99.83426,99.51624,99.17837,98.69049,98.82001,99.08887,97.39501,99.245,99.6883,99.02972
[2022/7/29 0:53:46],XYR0001,1,100.0601,99.837,99.78535,99.44733,99.59361,99.38109,98.90627,98.67398,98.66,99.14523,97.30418,99.16311,99.67481,98.98388
[2022/7/29 0:54:00],XYR0001,1,99.94734,99.88424,99.59625,99.7505,99.65961,99.76434,98.83876,98.86295,98.64538,99.10497,97.26993,99.2113,99.70352,99.01952
[2022/7/29 0:54:14],XYR0001,1,100.0819,99.83188,99.74821,99.48556,99.71529,99.35773,98.86848,98.59398,98.77745,98.89919,97.39907,99.15989,99.69855,98.94743
[2022/7/29 0:54:28],XYR0001,1,100.1348,99.58083,99.84764,99.38464,99.92219,99.44715,99.19317,98.61831,98.9025,98.8206,97.5593,99.21919,99.68971,98.97678
[2022/7/29 0:54:41],XYR0001,1,99.88934,99.81478,99.4751,99.55964,99.39399,99.57925,98.72309,98.69667,98.76961,99.00021,97.18698,99.09897,99.61241,98.96297
[2022/7/29 0:54:55],XYR0001,1,99.83357,99.91141,99.46185,99.73527,99.50496,99.812,98.82404,98.90858,98.70866,99.14924,97.15483,99.18222,99.63699,99.03349
[2022/7/29 0:55:09],XYR0001,1,100.1346,99.63148,99.68411,99.35256,99.74654,99.40018,98.9677,98.61052,98.78206,98.95872,97.57039,99.16718,99.617,98.9797
[2022/7/29 0:55:23],XYR0001,1,99.94595,99.75463,99.65762,99.58807,99.79102,99.627,99.04439,98.74709,98.79437,99.01051,97.49538,99.22327,99.6655,99.01868
[2022/7/29 0:55:37],XYR0001,1,99.95138,99.85441,99.79945,99.38133,99.80273,99.47466,98.95426,98.57832,98.84124,98.95457,97.47616,99.18806,99.69189,98.98384
[2022/7/29 0:55:51],XYR0001,1,99.80186,99.94922,99.72916,99.75929,99.75661,99.81966,99.00259,98.86493,98.80162,99.007,97.36788,99.25999,99.75591,99.05304
[2022/7/29 0:56:05],XYR0001,1,99.93506,99.95317,99.80895,99.51204,99.79142,99.5208,98.98027,98.60953,98.86868,99.01062,97.4952,99.22598,99.7622,99.02
[2022/7/29 0:56:19],XYR0001,1,100.0119,99.70745,99.89764,99.46558,100.0262,99.56789,99.29971,98.5797,98.89904,99.02803,97.60252,99.28051,99.76941,99.05293
[2022/7/29 0:56:33],XYR0001,1,99.90446,99.83317,99.57706,99.65947,99.54993,99.64683,98.75563,98.73981,98.78768,99.1652,97.05374,99.15209,99.70071,99.03259
[2022/7/29 0:56:46],XYR0001,1,99.7364,99.89669,99.47993,99.80531,99.56503,99.9055,98.70382,98.97095,98.72041,99.18824,97.05856,99.18462,99.69232,99.0717
[2022/7/29 0:57:00],XYR0001,1,100.0885,99.69684,99.72636,99.42355,99.74457,99.45461,98.93086,98.65298,98.87344,99.01916,97.53478,99.19506,99.66563,99.02041
[2022/7/29 0:57:14],XYR0001,1,100.2166,99.70638,99.94178,99.47567,99.87651,99.5381,99.21009,98.64684,98.94281,98.98557,97.59146,99.28471,99.71631,99.04697
[2022/7/29 0:57:28],XYR0001,1,100.0743,99.94115,99.63875,99.61981,99.56408,99.66613,98.64751,98.73595,98.68211,98.91443,97.43546,99.17451,99.7011,98.97633
[2022/7/29 0:57:42],XYR0001,1,100.0901,99.70336,99.83025,99.60605,99.85996,99.55726,99.08057,98.57269,98.86722,99.00771,97.26324,99.22167,99.73038,99.00079
[2022/7/29 0:57:57],XYR0001,1,99.97216,99.86203,99.67764,99.66543,99.63831,99.67574,98.81178,98.72691,98.6861,99.10095,97.27219,99.18993,99.71867,99.00049
[2022/7/29 0:58:11],XYR0001,1,100.0132,99.81471,99.8071,99.61404,99.8686,99.68816,99.17513,98.69898,98.825,99.04943,97.42535,99.27087,99.75313,99.0526
[2022/7/29 0:58:24],XYR0001,1,99.91247,99.94098,99.68166,99.64301,99.65555,99.7149,98.8804,98.70919,98.764,98.84194,97.40105,99.195,99.73943,99.01029
[2022/7/29 0:58:38],XYR0001,1,100.1159,99.73486,99.85503,99.58333,99.86859,99.5966,99.18003,98.57483,98.93553,99.08895,97.34801,99.26196,99.75204,99.04923
[2022/7/29 0:58:52],XYR0001,1,100.0081,99.8794,99.73499,99.59325,99.62576,99.49857,98.95616,98.68688,98.71189,99.20971,97.08501,99.18089,99.72583,99.02728
[2022/7/29 0:59:06],XYR0001,1,99.86769,100.0155,99.68655,99.84183,99.67618,99.88039,98.84045,98.95625,98.66742,99.13258,97.05702,99.23835,99.77335,99.06816
[2022/7/29 0:59:20],XYR0001,1,100.1574,99.78372,99.87745,99.57819,99.87308,99.41153,98.88541,98.6126,98.82919,99.01041,97.33701,99.21418,99.7762,98.99716
[2022/7/29 0:59:33],XYR0001,1,100.2499,99.67171,99.8994,99.44986,100.0276,99.55807,99.29776,98.62713,98.93341,98.85167,97.72215,99.29897,99.76776,99.03103
[2022/7/29 0:59:47],XYR0001,1,100.1104,99.90017,99.56346,99.59214,99.72166,99.70308,98.85773,98.75309,98.70493,98.99406,97.5848,99.22595,99.72372,99.01396
[2022/7/29 1:00:01],XYR0001,1,99.99139,99.94783,99.50555,99.83982,99.79548,99.98084,99.00253,98.92121,98.67008,99.18189,97.25039,99.28064,99.75279,99.09637
[2022/7/29 1:00:16],XYR0001,1,100.0818,99.93482,99.75718,99.60265,99.75649,99.5501,98.99219,98.77641,98.731,99.17968,97.626,99.27168,99.75879,99.06607
[2022/7/29 1:00:30],XYR0001,1,100.116,99.82818,99.84648,99.571,99.95552,99.67041,99.205,98.74596,98.83795,99.17216,97.58743,99.32146,99.78369,99.1022
[2022/7/29 1:00:43],XYR0001,1,100.1195,99.81915,99.86895,99.3993,99.88249,99.37324,99.03571,98.59646,98.79026,99.13388,97.76961,99.25351,99.75896,99.03242
[2022/7/29 1:00:57],XYR0001,1,99.89387,99.97522,99.60949,99.72585,99.85194,99.75052,99.04815,98.86653,98.65905,99.13609,97.54231,99.2781,99.77797,99.06821
[2022/7/29 1:01:11],XYR0001,1,100.121,99.85033,99.7296,99.5514,99.97853,99.49914,98.91012,98.62206,98.74015,99.00436,97.4483,99.22317,99.77766,99.00038
[2022/7/29 1:01:25],XYR0001,1,100.1095,99.73885,99.93262,99.45592,100.1236,99.52786,99.22605,98.62054,98.85863,98.92596,97.57655,99.28147,99.79871,99.01924
[2022/7/29 1:01:38],XYR0001,1,99.91918,99.96203,99.57003,99.58298,99.72455,99.617,98.89889,98.77296,98.71249,99.14221,97.09927,99.18195,99.74542,99.02493
[2022/7/29 1:01:52],XYR0001,1,99.86161,99.98447,99.39187,99.83179,99.78756,99.96264,98.98457,98.99519,98.67178,99.18516,96.81958,99.22511,99.74752,99.10589
[2022/7/29 1:02:06],XYR0001,1,100.1253,99.78547,99.72485,99.52425,99.88988,99.36203,99.03461,98.68353,98.80208,99.04122,97.37506,99.21349,99.73767,99.03317
[2022/7/29 1:02:20],XYR0001,1,100.2214,99.69653,99.9258,99.5155,100.045,99.53006,99.29427,98.717,98.90466,98.9984,97.61697,99.31506,99.7725,99.0666
[2022/7/29 1:02:35],XYR0001,1,100.1612,99.98306,99.74297,99.53805,99.90389,99.62013,98.93759,98.71081,98.83141,99.01747,97.64236,99.28081,99.78419,99.04073
[2022/7/29 1:02:48],XYR0001,1,100.0118,99.98843,99.65659,99.78646,99.90265,99.7851,99.13235,98.85973,98.71098,98.98063,97.51504,99.30271,99.8138,99.07254
[2022/7/29 1:03:02],XYR0001,1,100.0638,100.0392,99.66075,99.5639,99.82916,99.66094,98.91296,98.61896,98.75938,98.99505,97.36836,99.22478,99.78947,99.02269
[2022/7/29 1:03:17],XYR0001,1,100.1534,99.74174,99.86021,99.5486,100.0255,99.58594,99.24387,98.60152,98.93823,98.99048,97.35132,99.27644,99.7922,99.05228
[2022/7/29 1:03:30],XYR0001,1,100.0106,99.95377,99.61745,99.53394,99.85677,99.69599,98.88583,98.72762,98.78238,99.04444,97.4758,99.23496,99.76117,99.03726
[2022/7/29 1:03:44],XYR0001,1,99.9953,99.77496,99.85897,99.52614,100.0219,99.65234,99.24899,98.6668,98.9305,99.08767,97.16756,99.26647,99.78177,99.08527
[2022/7/29 1:03:58],XYR0001,1,99.96411,99.92643,99.72034,99.63395,99.62941,99.55297,98.99558,98.68018,98.68301,99.2074,96.91435,99.17343,99.74923,99.0484
[2022/7/29 1:04:12],XYR0001,1,99.82562,99.9836,99.64614,99.84558,99.73357,99.87922,98.86776,98.92447,98.61839,99.16187,96.64278,99.19355,99.78103,99.07356
[2022/7/29 1:04:26],XYR0001,1,100.1217,99.87917,99.91461,99.54143,99.87168,99.38796,98.95464,98.6349,98.83447,99.02694,97.29299,99.22369,99.79344,99.01009
[2022/7/29 1:04:39],XYR0001,1,100.2091,99.65911,100.0419,99.4659,100.0346,99.5945,99.28233,98.69843,98.96503,98.83822,97.5892,99.30712,99.79759,99.04945
[2022/7/29 1:04:54],XYR0001,1,100.0371,99.9615,99.78518,99.66704,99.69188,99.68871,98.76703,98.74394,98.7394,99.05088,97.42199,99.23225,99.78487,99.01859
[2022/7/29 1:05:08],XYR0001,1,100.1067,99.82504,99.89342,99.66687,99.95735,99.61675,99.13247,98.7265,98.89494,99.0142,97.69224,99.3206,99.81535,99.05361
[2022/7/29 1:05:22],XYR0001,1,100.0317,99.89428,99.65474,99.71259,99.63478,99.7026,98.77683,98.83018,98.75191,99.07454,97.65327,99.24704,99.7606,99.03778
[2022/7/29 1:05:35],XYR0001,1,100.0949,99.78227,99.92105,99.66666,99.83434,99.65507,99.13195,98.76145,98.95657,99.15614,97.4494,99.30999,99.78489,99.09446
[2022/7/29 1:05:49],XYR0001,1,100.1884,99.82089,99.857,99.5973,99.68915,99.54414,98.96854,98.72228,98.75784,99.20901,97.20978,99.23313,99.75861,99.062
[2022/7/29 1:06:03],XYR0001,1,99.89581,99.89801,99.79895,99.85159,99.80518,99.87482,98.87334,98.90178,98.63502,99.16299,97.19157,99.26264,99.8065,99.07856
[2022/7/29 1:06:17],XYR0001,1,100.1188,99.74488,99.92338,99.53448,99.92359,99.51878,99.01931,98.59312,98.87309,99.09193,97.33643,99.24344,99.79155,99.04298
[2022/7/29 1:06:31],XYR0001,1,100.2149,99.61598,100.052,99.54113,100.0802,99.58274,99.32711,98.58327,98.98399,99.05746,97.59019,99.3299,99.81001,99.08134
[2022/7/29 1:06:44],XYR0001,1,99.95857,99.92453,99.71716,99.71125,99.65588,99.62648,98.79491,98.76035,98.70135,99.15052,97.4772,99.2253,99.77533,99.03657
[2022/7/29 1:06:58],XYR0001,1,99.86068,99.93384,99.54782,99.91114,99.56612,99.94112,98.88994,98.9795,98.72875,99.24141,97.45752,99.27798,99.75397,99.10831
[2022/7/29 1:07:13],XYR0001,1,99.96797,99.86438,99.77531,99.66606,99.57362,99.53039,98.90018,98.77974,98.70406,99.20423,97.8651,99.25737,99.7335,99.05756
[2022/7/29 1:07:27],XYR0001,1,100.0964,99.73819,99.90491,99.59759,99.83935,99.50955,99.22427,98.71053,98.90257,99.14133,97.6422,99.30063,99.75541,99.08161
[2022/7/29 1:07:41],XYR0001,1,100.0728,99.85846,99.76585,99.59354,99.62222,99.4778,98.9128,98.68944,98.6852,99.20868,97.14792,99.18497,99.72817,99.02951
[2022/7/29 1:07:54],XYR0001,1,99.84737,100.0058,99.69077,99.8443,99.7751,99.86112,98.90591,98.89946,98.65572,99.2084,97.00607,99.24546,99.78867,99.07548
[2022/7/29 1:08:08],XYR0001,1,100.1666,99.86781,99.89336,99.60369,99.91511,99.38868,98.97404,98.63454,98.86786,99.03689,97.38829,99.24881,99.80746,99.01843
[2022/7/29 1:08:22],XYR0001,1,100.2905,99.66494,100.0274,99.55237,100.0749,99.43369,99.3075,98.70415,99.01986,98.97725,97.64071,99.33575,99.82092,99.06046
[2022/7/29 1:08:36],XYR0001,1,99.95576,99.9924,99.58467,99.63654,99.74998,99.64901,98.85764,98.86069,98.75764,99.03242,97.64859,99.24776,99.77291,99.04308
[2022/7/29 1:08:50],XYR0001,1,99.94556,99.95776,99.66026,99.69821,99.8622,99.91928,99.06405,98.93523,98.79517,99.24544,97.51037,99.32668,99.78593,99.13233
[2022/7/29 1:09:04],XYR0001,1,99.92035,99.98839,99.62305,99.77458,99.66282,99.71664,98.87096,98.83229,98.59628,99.26136,97.19108,99.22161,99.7717,99.08624
[2022/7/29 1:09:18],XYR0001,1,99.85858,100.1279,99.54691,99.92847,99.78422,99.89615,98.94453,98.92979,98.51029,99.21528,97.23383,99.27054,99.8168,99.09401
[2022/7/29 1:09:32],XYR0001,1,100.2064,99.85959,99.85629,99.57855,99.93014,99.34827,99.05069,98.64857,98.74334,98.96224,97.66478,99.25898,99.81041,99.00798
[2022/7/29 1:09:46],XYR0001,1,99.85588,100.0521,99.619,99.83606,99.8828,99.83225,99.08728,98.89328,98.73337,99.12647,97.47733,99.30872,99.83266,99.08391
[2022/7/29 1:10:00],XYR0001,1,100.2255,99.84652,99.78593,99.58482,99.91072,99.25008,99.01389,98.56483,98.908,99.02684,97.88033,99.27251,99.80226,99.0052
[2022/7/29 1:10:14],XYR0001,1,100.3105,99.81738,99.88863,99.58147,99.95759,99.38301,99.28189,98.63053,98.93451,99.036,97.87701,99.33623,99.80767,99.03399
[2022/7/29 1:10:28],XYR0001,1,100.1146,100.0832,99.70096,99.59483,99.90342,99.52943,98.89516,98.62447,98.76004,98.98274,97.76708,99.26871,99.81542,98.98862
[2022/7/29 1:10:41],XYR0001,1,100.1865,99.87689,99.88371,99.63822,100.0556,99.54861,99.26859,98.60364,98.92534,99.02863,97.69477,99.33733,99.84434,99.04043
[2022/7/29 1:10:55],XYR0001,1,100.0321,99.97742,99.64967,99.72195,99.78001,99.64616,98.97176,98.66318,98.72861,99.20644,97.19463,99.23381,99.8071,99.04211
[2022/7/29 1:11:09],XYR0001,1,99.82609,100.0607,99.54774,99.96622,99.80408,99.94923,99.04161,98.95875,98.64535,99.26722,97.20329,99.29729,99.82965,99.1203
[2022/7/29 1:11:23],XYR0001,1,100.1881,99.88964,99.85818,99.57606,99.96586,99.34278,99.00068,98.69363,98.84196,99.04771,97.55561,99.26911,99.82532,99.03933
[2022/7/29 1:11:37],XYR0001,1,100.2509,99.7624,99.99007,99.55081,100.0968,99.46529,99.34465,98.72955,98.98594,98.99181,97.85194,99.36548,99.84013,99.0778
[2022/7/29 1:11:51],XYR0001,1,100.0647,100.092,99.66913,99.63712,99.87672,99.68521,98.91192,98.79904,98.79295,99.08145,97.63304,99.29485,99.82729,99.06359
[2022/7/29 1:12:05],XYR0001,1,100.0768,99.95803,99.85442,99.74216,99.83808,99.71719,99.10098,98.81658,98.87205,99.0621,97.74464,99.3439,99.83982,99.0937
[2022/7/29 1:12:19],XYR0001,1,99.94904,100.0338,99.54476,99.75064,99.78236,99.74858,98.83757,98.79664,98.74358,99.02955,97.76595,99.27113,99.80266,99.05619
[2022/7/29 1:12:33],XYR0001,1,100.1116,99.8292,99.79269,99.72528,100.0238,99.65095,99.19839,98.73018,98.93822,99.12182,97.58886,99.33735,99.8267,99.09923
[2022/7/29 1:12:47],XYR0001,1,100.0913,99.83823,99.75956,99.67786,99.78565,99.53474,98.94556,98.76731,98.70598,99.1217,96.95243,99.19821,99.78987,99.04873
[2022/7/29 1:13:00],XYR0001,1,99.88332,99.9817,99.69134,99.86018,99.86944,99.82344,98.90442,98.91066,98.58082,99.16296,97.12341,99.25378,99.82635,99.06537
[2022/7/29 1:13:14],XYR0001,1,100.1492,99.90349,99.92029,99.63987,100.0178,99.35592,99.01166,98.58606,98.80517,99.03722,97.45569,99.26203,99.85277,99.00167
[2022/7/29 1:13:28],XYR0001,1,100.1987,99.70766,99.99558,99.55881,100.1469,99.54324,99.38139,98.67827,98.99893,99.00192,97.67737,99.35352,99.85246,99.07312
[2022/7/29 1:13:42],XYR0001,1,100.0218,99.93303,99.80972,99.67109,99.68369,99.73022,98.86274,98.83177,98.73776,99.06162,97.59211,99.26687,99.80561,99.05614
[2022/7/29 1:13:56],XYR0001,1,100.0084,99.82738,99.73628,99.82747,99.75114,99.90551,99.0862,98.92025,98.81482,99.22704,97.49179,99.32693,99.79359,99.13691
[2022/7/29 1:14:10],XYR0001,1,100.0774,99.86945,99.78367,99.75336,99.64938,99.69689,98.94855,98.80722,98.73988,99.2448,97.75729,99.30254,99.77582,99.10725
[2022/7/29 1:14:24],XYR0001,1,100.1707,99.80481,99.9423,99.68417,99.96328,99.61711,99.27685,98.65098,98.92744,99.22782,97.54998,99.34686,99.81951,99.12692
[2022/7/29 1:14:38],XYR0001,1,99.93601,99.89388,99.7365,99.74851,99.75611,99.58308,98.98607,98.72675,98.66891,99.1967,96.74232,99.17954,99.79805,99.07015
[2022/7/29 1:14:52],XYR0001,1,99.89082,99.98587,99.71375,99.94522,99.82284,99.85846,98.87892,98.95325,98.63361,99.21273,96.874,99.25176,99.83937,99.0925
[2022/7/29 1:15:05],XYR0001,1,100.1664,99.86896,99.95904,99.61518,100.0193,99.41238,98.97459,98.62243,98.82445,99.03579,97.24635,99.24952,99.85511,99.02135
[2022/7/29 1:15:19],XYR0001,1,100.1327,99.73793,100.0733,99.57815,100.1768,99.53616,99.35535,98.68179,99.01625,98.97385,97.36629,99.32986,99.87697,99.07615
[2022/7/29 1:15:33],XYR0001,1,100.0358,99.9708,99.78745,99.74564,99.75433,99.63349,98.78631,98.82476,98.78227,99.11036,97.34105,99.25203,99.83952,99.04693
[2022/7/29 1:15:47],XYR0001,1,100.0341,99.94203,99.6913,99.786,99.89471,99.85635,99.0225,98.89114,98.75166,99.29339,97.37209,99.32139,99.83292,99.11658
[2022/7/29 1:16:01],XYR0001,1,100.2328,99.77248,99.85374,99.57215,99.93991,99.50689,98.99915,98.66621,98.7056,99.07619,97.89235,99.29249,99.80391,99.04111
[2022/7/29 1:16:15],XYR0001,1,100.0105,99.97884,99.73652,99.76712,99.77331,99.75614,98.95657,98.90741,98.67783,99.10346,97.62109,99.29897,99.80994,99.06461
[2022/7/29 1:16:29],XYR0001,1,100.153,99.92849,99.83811,99.52994,99.93669,99.29737,98.97256,98.66716,98.84763,99.00748,97.70863,99.26245,99.80896,99.00091
[2022/7/29 1:16:43],XYR0001,1,99.90503,100.0442,99.72219,99.82034,99.86241,99.63113,99.05573,98.90354,98.53095,99.1463,97.16662,99.25349,99.84097,99.03248
[2022/7/29 1:16:57],XYR0001,1,100.2293,99.93549,99.91317,99.46621,99.96744,99.18295,99.00837,98.6608,98.75628,99.0498,97.29734,99.22429,99.82874,98.97198
[2022/7/29 1:17:11],XYR0001,1,100.2418,99.77209,99.9445,99.63058,100.1765,99.30691,99.29657,98.66086,98.96738,98.88196,97.26977,99.28628,99.86005,99.00243
[2022/7/29 1:17:25],XYR0001,1,99.9595,100.0387,99.60185,99.73978,99.71804,99.55345,98.91716,98.78417,98.69303,99.16805,96.75878,99.17569,99.80878,99.01488
[2022/7/29 1:17:39],XYR0001,1,100.0432,99.97604,99.89365,99.80009,99.91064,99.75247,99.15121,98.85062,98.85962,99.15048,96.84055,99.29351,99.86057,99.09768
[2022/7/29 1:17:52],XYR0001,1,100.0874,99.88239,99.79633,99.74105,99.82095,99.61835,98.90855,98.76252,98.81966,99.17777,96.86223,99.2252,99.83034,99.07349
[2022/7/29 1:18:06],XYR0001,1,99.98534,100.0647,99.5864,99.98577,99.80415,99.89537,98.9602,98.97041,98.68904,99.19644,96.59006,99.24799,99.84829,99.11477
[2022/7/29 1:18:20],XYR0001,1,100.2513,99.88374,99.84746,99.62466,99.95182,99.37303,98.92148,98.6325,98.78349,99.0922,96.91369,99.20686,99.83546,99.02223
[2022/7/29 1:18:34],XYR0001,1,100.3892,99.66862,100.0011,99.53635,100.1,99.41837,99.21198,98.6429,98.95728,98.92721,97.25838,99.28284,99.8301,99.02782
[2022/7/29 1:18:49],XYR0001,1,100.169,99.94349,99.55411,99.72084,99.90313,99.67349,98.7069,98.73206,98.80025,99.0923,96.97913,99.20679,99.80028,99.01173
[2022/7/29 1:19:02],XYR0001,1,100.1177,99.93403,99.72169,99.75406,99.97987,99.68033,98.93166,98.79556,98.92201,99.06,97.22766,99.28405,99.82856,99.05143
[2022/7/29 1:19:16],XYR0001,1,99.92492,100.0168,99.44946,99.76705,99.75364,99.81733,98.61654,98.8424,98.75355,98.93112,0,99.38728,99.77947,99.01588
[2022/7/29 1:19:30],XYR0001,1,0,0,0,0,0,0,0,0,0,0,0,0,39.91179,39.60635
[2022/7/29 1:19:44],XYR0001,1,0,0,0,0,0,0,0,0,0,0,0,0,15.96471,15.84254
[2022/7/29 1:19:58],XYR0001,1,0,0,0,0,0,0,0,0,0,0,0,0,6.385885,6.337015
[2022/7/29 1:20:11],XYR0001,1,0,0,0,0,0,0,0,0,0,0,0,0,2.554354,2.534806
[2022/7/29 1:20:25],XYR0001,1,0,0,0,0,0,0,0,0,0,0,0,0,1.021741,1.013922
[2022/7/29 1:20:39],XYR0001,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4086965,0.4055689
[2022/7/29 1:20:53],XYR0001,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1634786,0.1622276
[2022/7/29 1:21:08],XYR0001,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06539144,0.06489102
[2022/7/29 1:21:21],XYR0001,1,0,0,0,0,0,0,0,0,0,0,0,0,0.02615657,0.02595641
[2022/7/29 1:21:35],XYR0001,1,0,0,0,0,0,0,0,0,0,0,0,0,0.01046263,0.01038256
[2022/7/29 1:21:49],XYR0001,1,0,0,0,0,0,0,0,0,0,0,0,0,0.004185051,0.004153024
[2022/7/29 1:22:03],XYR0001,1,0,0,145.1593,0,0,0,0,0,0,0,0,145.1593,21.77556,0.00166121
[2022/7/29 1:22:17],XYR0001,1,100.2299,100.2141,118.2463,100.4232,100.4016,100.5667,99.8632,99.54803,99.44516,0,0,102.1042,71.603,47.93143
[2022/7/29 1:22:30],XYR0001,1,100.3641,100.1635,107.4911,100.2244,100.4316,100.223,99.78122,99.29433,99.30396,99.38105,98.45027,100.4644,89.88779,78.9306
[2022/7/29 1:22:44],XYR0001,1,100.1898,100.2881,103.2048,100.4819,100.4166,100.4121,99.87534,99.34318,99.21917,99.39734,97.74011,100.0517,96.61382,91.3619
[2022/7/29 1:22:58],XYR0001,1,100.2942,100.3371,101.4701,100.3701,100.474,100.336,99.70605,99.19378,99.21857,99.34254,97.49543,99.83981,99.04322,96.2804
[2022/7/29 1:23:12],XYR0001,1,100.3606,100.2392,100.8616,100.2382,100.6435,100.3537,100.0043,99.17446,99.247,99.25791,97.42543,99.80054,99.91469,98.27664
[2022/7/29 1:23:27],XYR0001,1,100.3533,100.3713,100.3557,100.3089,100.2073,100.3754,99.43583,99.2961,99.11903,99.33726,96.79811,99.63257,100.1524,99.0183
[2022/7/29 1:23:40],XYR0001,1,100.3815,100.1311,100.44,100.0954,100.5041,100.2643,99.81084,99.13754,99.29834,99.27566,97.28702,99.69324,100.2365,99.34171
[2022/7/29 1:23:54],XYR0001,1,100.2376,100.2566,100.1899,100.2728,100.1944,100.287,99.40378,99.28617,99.00456,99.21449,97.40529,99.61388,100.2317,99.4002
[2022/7/29 1:24:08],XYR0001,1,100.3104,100.1466,100.2517,100.2873,100.2438,100.205,99.60178,99.26114,99.13273,99.31849,97.29851,99.64159,100.2321,99.46238
[2022/7/29 1:24:22],XYR0001,1,100.3635,100.1159,100.3316,100.1145,100.3738,99.92493,99.53925,99.05701,99.05043,99.28123,97.36436,99.5924,100.2332,99.40729
[2022/7/29 1:24:36],XYR0001,1,100.1126,100.2107,100.2106,100.3649,100.1425,100.3104,99.54099,99.3214,98.97305,99.36338,97.12116,99.60651,100.2326,99.46402
[2022/7/29 1:24:49],XYR0001,1,100.2867,100.1968,100.3016,100.0766,100.2931,100.0904,99.65424,98.95184,98.99221,99.28299,97.38412,99.59187,100.2232,99.42221
[2022/7/29 1:25:03],XYR0001,1,100.4446,100.0514,100.319,100.0305,100.5018,100.0803,99.95997,98.98207,99.1768,99.18539,97.6002,99.66656,100.2247,99.45502
[2022/7/29 1:25:17],XYR0001,1,100.2633,100.3021,100.1332,100.1665,100.0892,100.2194,99.30076,99.07528,98.92433,99.29764,97.53024,99.57291,100.1935,99.40009
[2022/7/29 1:25:31],XYR0001,1,100.2557,100.289,100.0056,100.2754,100.0603,100.4165,99.50977,99.23265,99.0072,99.43665,97.37416,99.6239,100.1719,99.47237
[2022/7/29 1:25:46],XYR0001,1,100.3283,100.3288,100.0784,100.1498,99.95988,100.1673,99.43224,99.16116,98.97824,99.47778,97.81093,99.62481,100.1463,99.45496
[2022/7/29 1:25:59],XYR0001,1,100.4492,100.1437,100.294,100.0849,100.2635,100.1094,99.78568,99.12175,99.19441,99.44846,97.40284,99.66344,100.1764,99.50114
[2022/7/29 1:26:13],XYR0001,1,100.1097,100.3163,99.97824,100.1218,100.0064,100.0923,99.49992,99.07919,98.99854,99.51096,97.02467,99.52163,100.134,99.46216
[2022/7/29 1:26:27],XYR0001,1,100.0531,100.3802,100.0493,100.4037,100.1487,100.4628,99.33812,99.29165,98.89954,99.4478,97.04103,99.59236,100.2009,99.47766
[2022/7/29 1:26:41],XYR0001,1,100.3267,100.1446,100.0834,99.96861,100.3479,99.96606,99.44414,98.96033,99.139,99.29687,97.24014,99.53797,100.162,99.40784
